Mobile,Review
"Mobile    [Xiaomi Redmi Note 9 Pro 128GB + 6GB RAM, 6.67...
Name: 7, dtype: object",['']
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","['Regardless of what it says, it does not work on Verizon. Amazon rep also said verizon would mail me the necessary Sim card for free. Not true. I have an older ph. And that Sim will not fit. Sim card is 19.00. My biggest gripe is with Amazon. Really poorly packaged and when I call twice I got no help']"
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","[""Been using it for about a day and it's an incredible value for $250. The snapdragon processor is snappy and after an hour of playing elder scrolls blades I'm still sitting at 90% battery, so the 4000mah battery seems solid. Trying out the camera I was also able to get some pretty good shots, 4 cameras in a phone at this price is unheard of. Fantastic device if you're tired of overpaying for phones.""]"
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object",['This phone has an absolute amazing build quality for its cost. This TCL is leagues better than any other budget Android with this many network bands. Xiaomi may come out ahead in some areas but the TCL is much more compatible with US markets while Xiaomi is mostly unusable.']
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","[""First of all I say this. This phone does work in my area on Verizon.\nOkay so I do gig work (GrubHub) and watch Netflix, have a couple social media apps and text a lot-this phone is perfect for all that.\nThe screen is large and the display is clear. I do like the speaker because it's loud enough to play music from another room and still be able to hear it. Battery life is very good, even after using the phone to watch movies.\nEverything loads fast on this phone so no more waiting for an app to open. The face detect and fingerprint sensor work well too and I've had no problems unlocking my phone with them.\nCall quality is good. You can hear the person on the other line clearly and they can hear you.\nPictures in good light come out nice but if you need to use the flash the picture won't be as clear.\nThere's is a case for this phone on Amazon too, so I'd recommend ordering one because the one you get with the phone is not very protective.\n\nLast nite. I am using TracFone and yes if you are switching from one SIM to a new one you will lose all your data and minutes. It was a hassle for my to get the SIM switched but one it was done it was worth it. As with any carrier, be sure to update you APN settings or you might have trouble sending or getting texts. It took me several tries to get the APN correctly set up because I wasn't able to send MMS or get texts.\n\nOverall this is a very nice phone for the price and if recommend it to everyone that's on the fence about buying it.""]"
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","[""I was in the market for a new phone, and typically don't like to pay any more than a couple hundred dollars for any phone. Already owning 2 TCL - Televisions, a 55 inch and a 65 inch when I saw that TCL now had 2 phones on the market in the U.S. it was really a no brainer. The TVs are top quality, plenty of features and phenomenal pictures, I knew the phone would certainly be on par. It came with a screen protector, and a basic case. I ordered an aftermarket case which will be delivered in about a week. Since I tend to drop phones like most everyone else; I thought the more sturdy case would be worth it. If you like wasting money, then be my guest and pay 6 7 8 900.00 or more for a phone by another company. I'm quite happy with this TCL - 10L.""]"
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","[""I'm not an avid phone reviewer but I'm happy for what I paid for. First off I want to say that I'm happy with the phones speed or processor. However I don't play games I do use YouTube/music apps, Snapchat, ect. The display on this phone is pretty dam good. The camera is also pretty good. Handles most task unless you're video editing on your phone, who does that anyway? The battery is pretty decent unless you're constantly using it every minute of the hours, who does that anyway? I haven't experienced any dropped calls but I just got it on Saturday so😅🙂🙃... Maybe it's to early for a review.""]"
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","[""Sure you can spend a whole lot of money on cell phones these days - but why? Phones are now semi-disposable items with an expected life of about 2 years or so. This TCL checks off all the boxes for my needs. I already have a TCL TV that is great. Speaking of TVs, this phone has a great casting feature that allows me to send the screen to my TV and it's great for playing games, using the phone as the game controller/pad.""]"
"Mobile    [TCL 10L, Unlocked Android Smartphone with 6.5...
Name: 8, dtype: object","[""I bought it when it went on sale for 211 38 dollars off but I know that Best buy selling it for 40 dollars off but Amazon delivery faster than Best Buy.\nThis phone right now seem like it work very well with AT&T network...\nSometime it lost signal but hey it very affordable for the price 231 dollars.\nBefore I bought a Huawei in Asia but didn't work with the AT&T lte band so I was never able to use 4g data. I am happy this phone work with AT&T network.\nIt give to a free phone case but didn't give headphones.""]"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","['Until about a year ago I was not familiar with Ulefone and their products. I purchased one of their rugged phones and was so impressed I bought this phone for my grandson as his first phone. It scared me to think about a pre-teen breaking or losing a $500 to $1000 cell carrier provided phone so this was an obvious choice. Performance that rivals my wife\'s Samsung S10 at a fraction of the cost!\n\nThe Note 9P has more battery capacity than the S10 (4500mAh vs 3400mAh), a better camera (16MP vs 12MP primary lens), a larger display (6.52"" vs 6.1""), and did I mention it\'s about 1/6 the price?\n\nAlso, nothing like a clean version of Android 10 with NO CARRIER BLOATWARE! All of those useless apps you can\'t uninstall on phones purchased through your cell carrier don\'t exist on the Ulefone products!\n\nIt makes/receives calls as it should (I\'m using AT&T), surf the web, texting, video chat, and my grandson plays games for hours on it. I\'ll NEVER buy or ""upgrade"" another phone through my cell provider, what a ripoff.\n\nThis phone delivers on all of their promises, comes with a screen protector AND a clear vinyl case to prevent scratches/normal wear. I can\'t stress enough not to be scared of buying an unlocked phone, just try it. Take your SIM card out of your current phone, install it in this one and you\'re good to go. If you do have an issue, Ulefone\'s tech support is great. I did have a couple of questions with the very first unlocked phone I bought but they walked me through it and now I\'m a ""pro"" ;)\n\nSo, in another year or so when my wife FINALLY finishes paying off that $900 Samsung, when it comes time to get her a new phone, she\'s switching to a Ulefone too!']"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","[""Arrived very fast, very well packaged included US charger, case, screen saver. I love the case that it come with. The phone looks very nice, it is very beautiful and the screen is huge, so it doesn't have a problem reading articles, watch video, play games on it.\n \nIt has a 4500 mAh battery! This battery can easily hold for the whole day. Battery life is excellent.\n \nThe camera quality of this phone is incredible. 3 cameras allow me to take fantastic photos and videos. In fact, I really love the 5MP macro lens, it can let me take fantastic photos easily. I’m surprised that a phone at this price can have such an excellent camera.\n \nThe finger print reader and face unlocked works very well and the phone is FAST. It has the latest Android 10 system. It is fast enough for daily use for things like gaming, social media, video watching, and regular internet surfing. I honestly don't think at this point there is a better phone out there. I would highly recommend the ulefone note 9p to anyone wanting a great phone for a great price.""]"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object",['I purchased this Ulefone 9p after evaluating a few alternatives like the UMIDIGI A7 Pro. What I like about this phone was the awesome battery life 4500 mAH with 10W charging capability. The overall look is both stylish and unassuming and the Helio 22 processor is packed with Power. I have been using this phone for almost two days and so far I am satisfied with my purchase.']
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","[""When I received this phone, I was pretty sure that I would like it very much. So I immediately inserted my T-Mobile sim card, but I could not use the network data. I immediately contacted with Ulefone customer service, they were very friendly and provided me with help, telling me how to input the APN, and finally solved the problem successfully. I am very satisfied with their services.\n \nThe phone looks really beautiful, with a 6.52-inch screen. The screen quality is good. The body is thin and light, holding it makes me feel comfortable. It has texture and good for gripping it on. The battery is great, I rarely have to charge it during the day and I'm a heavy user.\n \nI do not expect high-quality photos but it does give me good quality photos. Much better than other budget phones. The macro camera is good, it can takes really beautiful photos. When using macro, you should ensure that the distance between the camera and the object is close enough, otherwise you will not be able to get the effect you want.\n \nPerformance is good. So far it doesn't seem sluggish after I installed all my apps.\nOverall it is a fantastic phone in this price range. Good value for money. Worth to buy it.""]"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","['Very nice, good quality phone. The camera is clear and the phone is easy to use. If you are tired of paying $1000 for new phones, this is the way to go. Definitely worth the price!']"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","[""The Ulefone Note9P is an Awesome Phone..I've had it for a couple days now & I'm really enjoying it, It has A great Battery it last up to like 2 days depends on usage of phone, it's fast scrolling through websites.. Takes Awesome pictures, videos etc.. Volume is loud & I have download apps & etc & I still have plenty storage left. Don't hesitate to purchase the Ulefone Note9P it's definitely a great Purchase💯""]"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","[""I haven't had it for a week yet but I was pleasantly surprised at the ease of set up and the appearance of the phone. It really does run very smoothly, loads quickly as long as all permissions are in place and is great for game play but I can't say that it will sustain the battery as long as boasted in the specs. Especially if you like to play game. I also like the deep cleaning function to free up space.\nThe real selling point for me was the specs show that the phone is VolTE capable.\nMy carrier is scheduling an upgrade that requires VolTE so I am really waiting to see how it will do after they upgrade in January since they have already dropped all the non VolTE phones from their website.\nI'll be back to let you know how it goes...""]"
"Mobile    [Unlocked Smartphones Ulefone Note 9P (2020) A...
Name: 10, dtype: object","[""Good Basic Phone. android 10, has good battery life (so far) and charges quickly. Nothing fancy with good assortment of apps. Easy to use interface. As usual the volume could be louder but it is decent. The 2 to 1 screen ratio is nice. It keeps me from accidentally hitting to volume. I can't say much about the cameras, as I use them very little. Good value phone.""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object",['I have to say this is a great smartphone for the price.. I needed something with more memory and more ram the Galaxy A31 is a great budget smartphone..']
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""Great phone for a great price, upgraded from an LG Stylo 3 Plus to this and it feels like a flagship phone. If I had to nitpick I would about the plastic feeling of the back of the phone but with a cover you shouldn't really even notice it. Bargain!""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""Original review(I bought this phone mostly for the quad camera but it never works. It says failed to connect to camera no matter what app I use, no matter how many times I reset the settings and they camera app, or how many times I restart my phone.\nso now because of the pandemic we can't even get paper menus and we must use our camera to get the menu at restaurants oh, but guess what I can't because my camera doesn't work on a phone that I just purchased brand new. The fingerprint recognition doesn't work and I can never sign into the phone without putting the PIN code in.\nI do use my phone for live broadcasting oh, that is my second job, and now because of my phone camera not working I can't do it. It's been more than a week since I've been able to broadcast. This is the most horrible phone I've ever had) So.....the phone works perfectly now. And is a really awesome phone. The problem with everything was that the phone never finished installing the update. Once i was on WI-FI for 4 hours, it installed the update, restarted, and has been working perfectly every since.\nIt is very fast and take amaxing clead pics.""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","['finger print reader is completely useless. To register a finger is next to impossible. When you do finally get a finger print registered (after 20 attempts) half the time it doesnt even work. Battery is ok but definitely not 2 days lasting (more like a day and a half).\n\nBattery on optimize mode last 24 hours, medium power save mode last 1 day and 15 hours, max power save mode last up to 6 days. This all depends on your use of the phone.\n\nFace recognition unlock is slow but works. The camera quality is the best feature. It takes crisp, clear and detailed images. I love the macro feature.\n\nThis is definitely a decent upgrade.']"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""The phone work with my carrier, T-Mobile, and it came with a case. The earphone's cheaply built.\n\nPro:\n- Stereo Mic recording for camera\n- Upgrade software to One UI Version 2.1, the same android software in Galaxy s10\n\nCon:\n- No stereo Speaker for playback\n- Camera's App\n- Picture and Video's qualities are not as good as the Galaxy s10\n- Only HD and FHD, No UHD, for video size\n- Doesn't have all the Video Mode, like Pro Video, Slow Motion, Hyperlapse, and Night\n- No Video Stabilization\n- No Manual Focus in Pro Mode""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","['Excellent phone. Super Fast, Super Big, Super Awesome. Lasts the whole day on one charge unless you are a gamer like me, then it will last about 8hrs which is great. My old phone used to be at 50% by 12 but with this phone at medium power saving settings, it will be at 70% at 5.']"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","['Nice phone, fast...super awsome pictures. Like everything. Finger print trouble at tbe begining, but keep practicing. Put 2 or more fingerprint. I belived is a very nice phone for a good price.']"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""It not working as yet i put in my sim card and it don't work it telling me net work is unavailable""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""Found out that this Samsung A31 warranty is not covered in Canada. Any repairs need to be shipped out - there's an added cost should anything goes wrong. Beware!""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""It's hard to get a decent smartphone for a decent price, and this one holds up. The battery is much better than my S7 was. It works perfectly on Telus in Canada. The camera is good but sometimes lags between pressing the button and taking a picture but this is my only complaint. Overall good phone for the money!""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object","[""Love this phone. Great speed. It's narrower than other phones so I can actually use it with just one hand. First time thats happened. 🙂 Overall I'm enjoying this purchase.""]"
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object",['I found out that the warranty is not covered in Canada. I called Samsung Canada and they do not cover this phone.\nWhat happens when the phone breaks down? How do i have it repaired because the warranty only list the US and south America but not Canada.\nWhy is it that when the order was made there was not an indication that the warranty is valid in Canada. I assumed that it was made in Canada and will be covered by a warranty.\nWould you replace this phone by one that is covered in Canada?\nAnother problem with the phone is the camera. I produces a yellow tint and the picture has a background like an X-ray image. It took many days to find the solution and have the phone show the natural colour.']
"Mobile    [Samsung Galaxy A31-128GB / 4GB - A315G/DSL Un...
Name: 11, dtype: object",['I really like this phone. I love having 128gb of storage when compared to my old LG G6 that only had 32gb. And I also really like the 1080p amoled display on the A31.']
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","['Mine looks used, not brand new. So obvious, lots of finger prints already both front and back.']"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","[""I got the phone but can't understand it, it's all Spanish .""]"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","[""Buyers beware. This phone is not meant for US consumers. I have t mobile and I bought this phone for my aunt who is in my plan. When I put the sim card in this phone it will do everything but give you 4g. The reason it will not give you 4g is because it's not meant to be used in United States.""]"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","['Nice looking phone but it takes awhile to show calls coming in, to unlock using fingerprint, no game launchers, no secure folder and youtube video quality is trash. Samsung j8 is a better buy.']"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object",['This is a good looking phone nice display easy to use with nice graphics and storage however I took the phone to the three major carriers and none of them were able to activate it even though it was labeled as unlocked. On the box and in the information pamphlet indicated that the phone would only accept a SIM card in India. Why they are selling it here in the states is confusing but I was able to get a refund in a promt manner.']
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object",['I can t switch my phone number over to the new phone. I use they want the SIM CARD CODE I HAVE LOOKED EVERYWHERE for it. Please help']
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object",['Is very slow']
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object",['I havent quite masterd a few of the features. But i love my new cell samsung has alwayz been the only brand i would buy.']
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","['Samsung Galaxy A10s (32GB, 2GB RAM) 6.2""\n\nA10s - AFTER A MONTH OF USE I HATE IT - SLOW (EVEN AFTER DEFAULTING)\n\nCONS:\n- Randomly SLOW to respond to touch\n- Does NOT SCROLL WELL with Facebook, Kijiji, and YouTube - its Visually Choppy (videos do play well, But NEVER has a smooth transition when rotating)\n- Often Lags or is slow to respond while inputting text into web browsers, forms or notes, and even sometimes while TEXTING!\n- The longer I have this, the more clear it is that this phone simply can NOT KEEP UP with light usage.\n- Adding apps like TrueCaller, Nova Launcher, or simply Google Keyboard have proven to be nothing but a laggy choppy waste of my time.\n- I Truly miss my older phone, as it simply didn\'t \'Lag/Stutter\';\n\n*yes, I factory defaulted the phone (4 times now).. insured I have ZERO personal apps installed, verified power settings, removed Sim Cards … No there was no change - No matter what I do the phone simply CAN NOT COPE. It is Not smooth … EVER... this is suitable only for someone that has never experienced a smartphone before - Its Poor compared to ANYTHING else in its category.\n\nIn Comparison, the Moto G6 PLAY is overall a Smoother phone for general use (its older, and its specs are WAY lower)\n\nPRO:\n- Exactly as advertised. Fast Shipping, Comes with headphones, fast charger and wire, in sealed retail packaging\n- battery life as expected, no issues.\n- camera quality 6/10 . NOT SMOOTH, low quality image (not crisp even when viewed on the phone)\n- videos play smooth (youtube, amazon prime, etc_)\n- wifi range is fair\n- Dual Sim works Well, no issues with data, calls or texts (other than SLOW RESPONCE TO TYPING)\n\nMY TWO CENTS:\nDon\'t BUY THIS, its CPU is obscure, the skimped out on the hardware too much, and a child toy will yield a better picture quality.\nI will replace with phone ASAP .. however I will ONLY commit to buying a new one after I verify it runs simply tasks and apps SMOOTHLY.\n\nBecause I am a light user, it took me a while to verify and realize that this is NOT for me... my return window has expired. *figures, right?*']"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","['Box comes opened. This phone A107 (upgraded from A10) is made to be sold in India. It is very slow, more than another standard Samsung A105 that I have, even though on the paper it should be faster. Screen sensibility is bad, you have to touch screen hard to get response. It doesn’t come with headphones. This android version doesn’t have smart view on menu. If you want to streaming to TV, Roku or other you have to do it via wifi direct on wifi connection setting. The version of phone is A107F while advertising is A107M/DS (mineur différences on mobile network 3G/4G bands). I did request a refund to seller “wireless warehouse Canada” and they requested I paid shipping back and 15% re-stock fees.']"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","['This is a terrible smartphone, absolutely not worth the money. Camera produces poor quality pictures even in the daylight, and if you want to change some settings, it is a matter of luck whether it will work or not. You may say it is a cheap phone, so that was to be expected, but...I had a much cheaper phone that made good pictures, and settings worked as required. Would love to return it, just not sure if it is allowed. Do not waste your time and money, and avoid buying this phone.']"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","[""so I had received the product fairly fast with amazon prime, took about 1 day . the questions I have is I had notice some details during set up and in setting menu that is different from the legit Samsung phone (regardless what the model is), it asked me to download some suspicious apps during the set up, and the package comes with a headphone which I don't see in the package that I purchased in actual Samsung store.\ncan anyone explain what exactly is international version? so far I feel like I m using a knock off cell phone that is only using Samsung as the name but not actually belong to Samsung as it does not have warranty either. I could be wrong, but if anyone knows for sure about this phone please let me know""]"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object","[""J'ai acheté le téléphone à la fin de l'année ! je voulu lui donner une chance, Samsung est habituellement une bonne compagnie !! Ma charge ne tient pas du tout ! en 3h elle a perdu au minimum 30%... elle prend environ 5h à charger ! ... le touch ne fonctionne pas toujours, des fois je clique et sa clique complètement ailleurs ! le temps du retour est échue depuis 13 jours et je suis vraiment découragée !!! Avoir su.. j'aurais payé moins cher pour une marque chinoise... pis au moins s'il ne fonctionnait pas bien je saurais pourquoi !!!! Plus jamais de Samsung !!!""]"
"Mobile    [Samsung Galaxy A10s A107M - 32GB, 6.2"" HD+ In...
Name: 12, dtype: object",['']
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","[""I haven't had a Nokia phone since the days of windows phones. This one here is a winner. The phone has a great shimmer to it. Yes the phone has a plastic back but didn't all phones start out with plastic bodies? The phone has 4 GB of ram and 64GB ROM. It runs very smooth. I have not played any games on it as but I will update and keep you posted. I have taken some sample pictures to try out the camera. I think it works well for not having the zeiss branding. The battery is great so far. I've been using it all day straight out the packaging. It was at 54%, it is now at 46. The call quality is great and it has vowifi other than Volte.""]"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","[""I guess this a personal preference. It's not bulky. It has decent weight. It just feels great in my hands. Performance wise, I'm not a gamer, but it handles everything well. Youtube, Twitter, web browsing all is fast. The camera isn't the best, but it's still a better camera than the one in other budget phones. The battery might not be the best, but it's a good battery and it should last you all day. I go from 50% to 80% in about 40 minutes. I could deal with that.\n\nSome say facial recognition is faster than fingerprint recognition. I find this to be false. My fingerprint reads instantly. Facial recognition is also fast, but it could be an issue depending how you hold the phone during recognition. Both are good enough, no complaint.\n\nI bought this phone for several reasons. One is future software/system releases. This phone will be getting the next two Android releases and for me this is huge. Now days with all sorts of security issues you're better off having an updated phone. Originally I purchased the Samsung A71. It's a great phone, no complaints. It just wasn't for me. The Nokia 5.3 might be slightly under powered compared to the A71, but it is $200 cheaper. For me this phone is excellent. It meets my needs. If you're willing to compromise and are realistic with what you get for $200 this should work for anyone. It's a fast phone with a solid-good camera/battery. I took that pic in pretty bad lighting which is suppose to be the camera's weakness.""]"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","[""I've had Nokia Android One phones in the past and love their pure Android with regular software updates. This phone is a bit more sluggish than the previous Nokia phones I've owned. Options for cases that provide drop protection are pretty much non-existent. I broke the screen quickly and spare parts were not available from 3rd party sellers. Had to send my phone to Nokia for repair. The phone is extremely thin and the battery life is great. While it has Android One and was supposed to get monthly updates, the most recent update for the phone was from 4 months ago.""]"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","[""My everyday phone is GOOGLE PIXEL so after I found out that this NOKIA 5.3 was a android one phone I immediately purchased NOKIA 5.3 for my lady also I am invested $$ in this company for the future and because of their monthly security patches for 3 years and 2 years of android software updates. Well camera's are decent for such a low price phone size is just right for watching video , navigation gesture running android 10 is swift & smoothe calls break up some most likely due to carrier network METROBYTMOBILE who knows🤔 One thing I found out after changing to DEVELOPER MODE is that Phone can't be running true ANDROID 10 because dev mode doesn't have (ICON SHAPES nor ACCENT COLORS in themes which made my lady sad 😭 And me also 🙄 not being able to change icon shapes nor the color of icons is a fail especially while allegedly running some form of android 10 👎 Why Nokia left that out is a mystery🤔 so I take 2 stars away But as for performance I give a thumb up 👍 as for color and beauty another thumb👍 Lady & I are 50% happy & 50% sad!""]"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","[""Nokia 5.3 , a superior phone for it's price. There is not a better phone for the price. Great build and design. Big bright screen. Dual sim , Tall and thin fits well in the hand. 4gb / 64 configuration allows for smooth performance and lots of storage. NFC is a huge benefit over other brand phones in this price range. Comes with a great clear case so you can see all the notification lights in the power button. Charges with 5v/2amp so about 1.75 hrs for full charge. The battery life is superior with the sd 665 chip 11nn process is very energy efficient. Getting 8-9 hours of Screen on time which is excellent performance. Great for watching movies or videos with the large bright screen. Cameras are good for price range. There is no phone for 199 that is a better option.""]"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","['I have had this phone for a week now.\nCalls on wifi keep dropping/re-connecting. Have to use LTE/Mobile data for internet calls. Absolutely horrible.\nPhone keeps getting slow until I restart.\n2 Day battry life under minimal use (Social media, no videos or games) is a myth.']"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","['Lots of memory, great features. Had some trouble getting data to work on Tracfone but the tech support of Tracphone came through. I think this is a great device for the price.']"
"Mobile    [Nokia 5.3 Fully Unlocked Smartphone with 6.55...
Name: 13, dtype: object","[""I usually don't use telephones with android systems .. im more accustomed to iPhones since long time ago... i like that this nokia is simple to use, is not slow, its great for watch videos, take pictures an use as wireless device only.. has a decent capacity and you can increase it with the external device.. card.. good price and value.. simple to use and many security features in it.. the telephone is like 5 years old so don't expect it to compare with a new version but it is very decent ..""]"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","[""Starting later this year, 2G and 3G networks are getting shut down so phones will require VoLTE which this doesn't have.""]"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","[""Great Phone!!! I never thought that a $129 phone would be this good. I don't use it for taking pictures or gaming. I use my s10 plus for that. I originally bought it so I can use it as a webcam. Very happy with the result. Other times I just use it for browsing Facebook and YouTube. Although the price of this phone is about one-tenth of my s10 plus, it's not one-tenth of the s10 plus. It is much better. The best part of this phone is its battery life. Amazing!!!""]"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","['This phone is one of the best budget Android phones available. It runs stock android (aka ""Android One"") without any bloatware or manufacturer-installed spyware. I chose this Nokia 2.3 over the older less expensive Nokia 2.2 because (a) it has a MUCH larger battery and (b) it\'s a year newer, which means it will get Android updates for a year longer.\n\nNow that I have the phone, I have some surprises: (a) it only operates on GSM networks (ATT or T-mobile), which means you can\'t use it on CDMA networks (Verizon or Sprint); (b) it charges using micro-usb connector instead of the newer/better usb-c; (c) it doesn\'t have fast charging; (d) it doesn\'t have a fingerprint reader; and (e) it takes a long time to boot or turn on. Of those complaints, the fact that it only works on GSM networks was a complete surprise to me. I ended up returning it and purchasing a moto e instead. The moto e costs $20 more and it\'s not android one but it supports GSM and CDMA, has a better display, and boots MUCH faster.']"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","[""Usually I get a budget Samsung, but I had some extra money and decided to upgrade. This phone hot good reviews, some saying it was the best Android phone for the money. I've had it for less than a month, and it's buggy and glitchy as hell. If I am using an app and the phone rings, I can't answer the phone; it takes too long for the option to come up. The screen will go black and stay black. I've had to restart it numerous times.\nI'm going to return it and hope this one was a lemon.""]"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","['Great look, size , battery life and price.\nGoogle assistant key,Dual camera feature.\nOverall great product']"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","[""Works as expected, and is a good phone for light users. Got this for my parents who make calls and watch YouTube videos. It has great battery life. They get almost 2 days. It does lag a little initially when setting up but doesn't seem like it does much now\n\nUpdate: just learned 3rd party notifications like WhatsApp don't work. Will adjust rating once fixed""]"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['Very pretty phone easy to set up looks super nice amazing cameras and awesome space']
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","['Awesome budget phone, easy to set up . Nice camera for the price']"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object","['El teléfono me salió en buen precio $2089 por eso me animé a comprarlo, se siente lento a pesar de que tiene 2gb en ram. El teléfono llegó en perfectas condiciones con android 10 y una funda de plástico trasparente, el 25 de junio recibió una actualización y lo noto un poco mejor en rendimiento. Por el precio creo que fue buena compra, lo utilizo como teléfono secundario, así que no lo he saturado de aplicaciones. Para ver Netflix, y plataformas de videos esta bien.']"
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['']
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['La verdad todo muy bien llegó antes de lo esperado y si estaba un poco estresado por algunos comentarios negativos pero al final todo salió bien llegó nuevo con todos sus accesorios recomiendo ampliamente al vendedor seguro y confiable y sobre el celular tengo 5 Días usándolo y todo va muy bien la verdad me ha encantado espero y siga así']
"Mobile    [Nokia 2.3 Fully Unlocked Smartphone with AI-P...
Name: 15, dtype: object",['']
